Type,Description,Municipality,Community,Update,ExpiryDate,ContractDate,SoldDate,ListPrice,Sold Price,Taxes,StreetName,StNumber,LSC,Days,perc,Bedroom,BedPlus,Baths,Front,ParkingDriveSpaces,Depth,GarageType,Pool,MLS,RemarksForBrokers,RemarksForClients,Extras,Address,PostalCode,Municipality District,Basement1,Basement2
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/25/2021,6/30/2021,3/18/2021,,"$1,049,000",,"$5,036.35",Penndutch,155,Ter,7,,4,,3,39.37,2,85,Attached,None,N5157091,"Easy Showing. Follow Covid Protocols! Please Attach Schedule ""B "" And Form 801 To All Offers. Offers Accepted March 23.","Showstopper! Bright & Spacious 4 Bedroom Home On A Very Quiet, Desirable Street. Ideal Layout!! Backyard Oasis Features Professional Landscaping And Hydropool Swim Spa That Can Be Used All Year! 9 Foot Ceilings And Hardwood Throughout The Main. Brand New Broadloom Upstairs. Upgrades Include Gas Fireplace, B/I Speakers, Cabinets,S/S Appliances&More. Convenient 2nd Floor Laundry. Walk To Park And Splash Pad!","Close To Lincolnville Go! Includes: 8X14 Foot Hydropool Fx Trainer, Built-In Speakers, Remote Control Awning (2019), Water Softener, Reverse Osmosis System, Fridge, Stove, Dishwasher, Washer, Dryer, All Electric Fixtures, Window Coverings.",155 Penndutch Circ,L4A0N9,Whitchurch-Stouffville,Part Fin,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/24/2021,4/13/2021,2/6/2021,2/23/2021,"$1,058,000","$1,120,000","$5,029.11",Penndutch,303,Sld,17,106,3,,4,22,2,116,Attached,None,N5107084,"**See Schedule B For Leg Disc. Covid Protocols. Offers Prsntd Feb 16th At 7Pm, Rgst By 5Pm. Sellers Rsrvs Right To Review & Work With Preemp Offer. Sub 801 & Sched B W/Offers W/24Hr Irrev To Kristy@Trentaduetorres.Com. Buyer/Buyers Agent Verify All Txs, Msrmnts & Prop Info.","Gorgeous Family Home Sitting On An Expansive Pie Shaped Lot In An Amazing Community! Feat Rich Dark Hardwood, An Open Concept Main Floor W/Extended Passageways, 9' Ceilings, New Trim Work And Freshly Painted! Media Room On 2nd Floor Can Easily Be Turned Back Into A 4th Bdrm. This Home Is Filled W/Elegant And Tasteful Upgrades Inside & Out! Intricate Stonework Surrounding The Home And A 1.5 Car Garage For That Extra Space We All Need! Close To All Amenities!","*See Virtual Tour. Chattels Included: S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer. Elfs & Window Coverings (See Exclusions Below). Water Softener, Gdo W/Remotes, Shed, Hwt (Rental). *See Attached List Of Exclusions.*",303 Penndutch Circ,L4A0P1,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/26/2021,7/17/2021,1/23/2021,1/24/2021,"$1,078,000","$1,250,000","$5,637.82",Penndutch,143,Sld,1,116,4,,3,26.94,2,0,Attached,Inground,N5092660,"Pls Attach Sch 'B' And 801 To Offer-Min 5% Deposit Bank Draft, Buyer/Buyer's Agent To Verify All Info/ Msmts & Taxes. Offers, If Any, Presented Feb. 2nd- Please Register By 7Pm. Seller Has Right To Accept Preemptive Offer W/O Notice. E-Mail: Leila.Khan@C21.Ca","Magnificence And Class Define This 4Br, Dbl Garage, Premium Lot W/Salt-Water Pool & Prof. Landscaped Yard,Finished Bsmt W/Pot Lights, Front Door Upgrade W/Insert Lites,Newly Renovated Kitchen W/Quartz Counter,S/S Appl,Extended Height Cabinets,Main Fl. Access To Garage,Gleaming Hrdwd Flooring W/9' Ceilings On Main,Upgraded Baths W/Dbl Sinks&Faucets,Quartz Counters,Family Rm W/ Fireplace,Oversize Master W/ Walk-In,Near Schools,Min To Go, Parks,Trails, Rec Ctr.","All S/S Appl. Incl. Fridge, Stove,Microwave Hood Fan,B/I Dishwasher,White Washer&Dryer,All Elf,California Shutters,Throughout,Water Softener,Security System,Gdo W/ 2 Remotes,Gas Line For Bbq,Pool With Access,Cvac W/ Accs, Humidifier, & Ac.",143 Penndutch Circ,L4A0N9,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/3/2021,4/19/2021,1/25/2021,1/31/2021,"$999,000","$1,170,000","$5,317.34",Peppertree,31,Sld,6,117,4,,3,40.07,4,95,Built-In,None,N5093186,"*As Per Seller Dir - Offers Pres Sun, Jan 31st At 7Pm* Must Reg W/Form 801 By 6Pm* No Pre-Emptive Offers* Pls Excl 2 Freezers In Garage, Drapes In All Bedrooms* Offers To Include Attached Sch B, Form 801 & Email Marena.Shokri@Gmail.Com.","Beautiful Sun-Filled Home In Prime Stouffville Community. No Detail Has Been Overlooked From Gleaming Hrdwd Flrs Incl Staircase, Pot Lights (Inside & Outside), 9Ft Ceilings On Main Flr, Spacious Eat-In Kit W/ Granite Counters, Matching S/S App, Custom Bcksplsh, Center Island And Walkout To Deck. 4 Generous Bdrms Incl The Master Retreat W/Spa Like 5Pc Ens & W/I Closet. 2nd Flr Laundry! Come See This Beautiful Home In Person! A Must See!!","Original Owners, Pride Of Ownership Seen. Steps To Shops, Highly Rated Schools, 407 Access. No Sidewalk. S/S Appliances: Fridge, Stove, B/I Dishwasher, Oven, Microwave, Washer & Dryer, Water Softener, Upgraded Light Fixtures. Hwt Rental.",31 Peppertree Lane,L4A0M8,Whitchurch-Stouffville,Unfinished,
Link,2-Storey,Whitchurch-Stouffville,Stouffville,2/22/2021,5/17/2021,2/18/2021,2/20/2021,"$988,800","$1,235,000","$5,275.49",Princess Charlotte,17,Sld,2,125,3,,4,27.43,4,90,Built-In,None,N5118984,Offer Presentation Date Change: Feb 20th@ 8Pm*Seller Reserves The Right To Review & Accept Any Pre-Emptive Offers.5% Dep Bank Dft. 24Hr Irrev As Per Sellers Req.Attach Schedule B & 801 To Offers. Buyer/Agent To Verify Measurements & Taxes. Send Offers To Vince.Bruno@Century21.Ca,"Rarely Offered! Extensively Upgraded With The Finest Of Finishes. Quartz Countertops, Custom Kitchen Layout Offering An Abundance Of Natural Light! Upgraded Flooring Throughout The Entire Home. 8 Ft Main Flr Drs. Higher Smooth Main Flr Ceilings, Potlights, Composite Outdoor Deck, Large Principle Rooms, Excellent Layout! Custom Stone Walkway. Finished Walkout Basement With 4 Pc Bath! Parking For 6 Cars! Custom Master Ensuite With A Huge Glass Enclosed Shower.","S/S Gas Stove, S/S Dishwasher, Microwave, S/S Built In Fridge/Freezer, All Electric Light Fixtures, Window Coverings. Exclude; Kitchen Winefridge, Bsmnt Bar Fridge, 2-Security Cameras, Video Door Bell, Tv Wall Mount And Tv. Hwt; Rental.",17 Princess Charlotte Ave,L4A1Y8,Whitchurch-Stouffville,Fin W/O,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/17/2021,5/19/2021,3/10/2021,3/13/2021,"$1,098,000","$1,330,000","$6,152.33",Princess Charlotte,9,Sld,3,121,4,,4,36.09,4,90,Attached,None,N5145777,"Offers Will Be Reviewed On March 15 @7Pm, Reg By 5 Pm. Seller Will Consider Pre-Emptive Offers. Att Sch B, 801& Disclosure W/Offers & Email To Karan.Kanaga@Gmail.Com. Kindly Fill Out Covid Questionnaire As Appointment Will Not Be Confirmed. Https://Remaxcovid19.Com/","Absolutely Stunning Unique Detached Double Garage Home In High Demand Community In Stouffville. This Beauty Has 4 Beds/ 4 Baths With Over 150K On Upgrades, Crystal Led Lights All Over, 50 Pots Lights And Lorex Cam Arnd The House, Hardwood Flooring On Main, Staircase And Upper Hallways, 9Ft Smooth Ceiling On Main With 8Ft Doors, Quartz Countertop Kitchen With Backsplash. High-End Apls With Dbl Motor Hood Fan, 8Ft Dbl French Door To Access The Beautiful Fnc Yrd","S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, Califonia Shutters, All The Lights Fixtures And Lorex Cameras With Tv. Excluded Tesla Charger (If They Need It $$).",9 Princess Charlotte Ave,L4A1Y8,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/4/2021,4/24/2021,2/16/2021,,"$1,399,000",,"$6,152.33",Princess Charlotte,9,Ter,16,,4,,4,36.09,4,90,Attached,None,N5116960,"Offers Will Be Reviewed On Feb 22 @7Pm, Reg By 5 Pm. Seller Will Consider Pre-Emptive Offers. Inc Sch B, 801 & Disclosure(Rrea) W/Offers & Email To Karan.Kanaga@Gmail.Com. Kindly Fill Out Covid Questionnaire As Appointment Will Not Be Confirmed. Https://Remaxcovid19.Com/","Absolutely Stunning Unique Detached Double Garage Home In High Demand Community In Stouffville. This Beauty Has 4 Beds/ 4 Baths With Over 150K On Upgrades, Crystal Led Lights All Over, 50 Pots Lights And Lorex Cam Arnd The House, Hardwood Flooring On Main, Staircase And Upper Hallways, 9Ft Smooth Ceiling On Main With 8Ft Doors, Quartz Countertop Kitchen With Backsplash. High-End Apls With Dbl Motor Hood Fan, 8Ft Dbl French Door To Access The Beautiful Fnc Yrd","S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, Califonia Shutters, All The Lights Fixtures And Lorex Cameras With Tv. Excluded Tesla Charger (If They Need It $$).",9 Princess Charlotte Ave,L4A1Y8,Whitchurch-Stouffville,Unfinished,
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/22/2021,5/15/2021,2/15/2021,2/20/2021,"$799,000","$873,000","$3,753.72",Reeves Way,577,Sld,5,109,3,,3,23.64,2,101,Built-In,None,N5115469,"Lock Box For Easy Showing. Pls Attach Schedule B & 5% Dep, For All Offers. Please See Attached Covid Showing Guidelines. Offers Will Be Reviewed On Tuesday, February 22th At 7Pm. Please Register By 5Pm. Seller Reserves The Right To Accept Pre-Emptive Offers, Thank You!","Specious And Well Maintained 2-Story Freehold End Unit Townhome. Lots Of Natural Light. Back On To The Ravine. Large Eat-In Kitchen W/Walk Out To Backyard. Convenient Direct Access To Garage. Hardwood Floor On Main & 2nd. Interlock Front & Back (2020), New Light Fixtures, Pot Lights In Living & Kitchen. Laundry On Main, Move-In Ready! Close To Walmart, Canadian Tire, Go Station, School, Park, Restaurants, Shops And All Amenities.","Stainless Steel: Fridge (2020), Range Hood, Stove (2020). Dishwasher, Furnace (2020), Cac, Washer, Dryer, All Existing Light Fixtures, All Existing Window Coverings, Hot Water Tank (R)",577 Reeves Way Blvd,L4A0H1,Whitchurch-Stouffville,Unfinished,
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/18/2021,5/15/2021,2/11/2021,2/16/2021,"$809,000","$865,000","$3,927.63",Reeves Way,543,Sld,5,107,3,,3,19.75,1,108,Attached,None,N5112819,"Offers To Be Reviewed Tuesday February 16, 2021 At 5:30 Pm, Please Kindly Register By 5Pm. Certified Cheque Or Bank Draft. Include Schedule B. Please See List Of Inclusions, Exclusions And Rental Items. All Offers Emailed To: Krislehman@Hotmail.Com",Sensational Open Concept Freehold Townhouse. Spacious And Bright Layout. Formal Foyer. Study Area Ideal For At Home Office Or Homework Station. Spacious Family Sized Eat-In Kitchen With Stainless Steel Appliances And Backsplash. Large Family Room With Cozy Gas Fireplace. Master Bedroom Retreat With 4 Pc Ensuite And Walk-In Closet. Basement Includes Large Windows And Rough-In For A Future Bathroom.,"Spacious Backyard Deck With Built-In Planter Box Gardens. Backing Onto Greenspace, Nature Trails, And Ponds. Steps To Schools, Parks, And Transit.",543 Reeves Way Blvd,L4A 0H1,Whitchurch-Stouffville,Full,Unfinished
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/10/2021,4/30/2021,2/3/2021,2/10/2021,"$849,900","$890,000","$3,898.64",Reeves Way,533,Sld,7,105,3,,3,20.08,2,128,Attached,None,N5103694,"Offers, If Any, Reviewed Tues Feb 9th Register By 5Pm. Seller Reserves The Right To Accept Preemptive Offers W/O Notice. *Hwt Rental. Attach Sched B/801 To All Offers. Property Tenanted - Tenant Willing To Stay.Tenants Personal Belongings Excluded. Please Follow Covid-19 Protocol","Welcome To 533 Reeves Way. This Large, End Unit Town Home (*Feels Like A Semi) Is Sure To Impress. Found In The Family Friendly Community Of Stouffville, This Open Concept Home Boasts Beautiful Upgrades Throughout (*Hardwood Floors, Crown Moulding, Gas Fireplace). Warm, Welcoming, And Loaded With Charm, Large Windows Welcome In The Sun While The Numerous Pot Lights On Main Illuminate The Night. Minutes From Schools, Transit, Grocery & More. A Must See!","S/S Fridge, Stove, Washer/Dryer, B/I Dishwasher, Furnace, A/C, All Elf's, Water Softener, & W/Coverings. Deep/Large Back Yard, Backing Onto Greenspace Ideal For Outdoor Entertaining. This Property Is Ready For You To Call It Home!",533 Reeves Way Blvd,L4A0H1,Whitchurch-Stouffville,Unfinished,
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,3/12/2021,6/2/2021,3/2/2021,,"$899,000",,"$3,746.47",Reeves Way,188,Ter,9,,4,,4,28.81,1,0,Attached,None,N5133625,"Sqft As Per 3rd Party.Pre-Listing Inspection Available Upon Request. Please Follow Covid-19 Showing Protocols. Offers If Any Will Be Gladly Accepted On Wed March 10th At 7:00Pm, Pls Register By 5:00Pm. Email Offers To Justin@Connexusgroup.Ca. Pls Include Form 801 And Schedule B.","This Is The One You've Been Looking For! Bright And Spacious 4 Bedroom Home In Coveted Family Neighbourhood. Customized Throughout. Modern Kitchen W/ New Quartz Counters, Beautiful Hardwood Floors In Great Room, Staircase + Upper Landing. Interlocking In Front/Back, Gas Hookup In Backyard. Close To Schools, Parks, Library, Basketball Courts/Ice Rinks/Skate Park. Perfect For Growing Families And Entertainers Alike. Don't Miss This Opportunity!","Fridge, Stove, Hood Range, B/I Dishwasher ('20), Washer/Dryer, All Elfs, Window Coverings. Roof (Nov'20), Furnace Humidifier (Oct'20), Gas Hook Up In Backyard, Hwt (Rental). Excl: Smart Thermostat/Light, Freezer In Bsmnt, Shelving In Pw",188 Reeves Way Blvd,L4A 0H6,Whitchurch-Stouffville,Finished,
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,3/22/2021,6/11/2021,3/12/2021,3/18/2021,"$929,000","$923,000","$3,746.47",Reeves Way,188,Sld,5,99,4,,4,28.81,1,0,Attached,None,N5149570,Sqft As Per 3rd Party. Pre-Listing Inspection Available Upon Request. Please Follow Covid-19 Showing Protocols. Offers Welcome Anytime! Email Offers To Justin@Connexusgroup.Ca. Pls Include Form 801 And Schedule B. Thank You For Showing!,"This Is The One You've Been Looking For! Bright And Spacious 4 Bedroom Home In Coveted Family Neighbourhood. Customized Throughout. Modern Kitchen W/ New Quartz Counters, Beautiful Hardwood Floors In Great Room, Staircase + Upper Landing. Interlocking In Front/Back, Gas Hookup In Backyard. Close To Schools, Parks, Library, Basketball Courts/Ice Rinks/Skate Park. Perfect For Growing Families And Entertainers Alike. Don't Miss This Opportunity!","Fridge, Stove, Hood Range, B/I Dishwasher ('20), Washer/Dryer, All Elfs, Window Coverings. Roof (Nov'20), Furnace Humidifier (Oct'20), Gas Hook Up In Backyard, Hwt (Rental). Excl: Smart Thermostat/Light, Freezer In Bsmnt, Shelving In Pw",188 Reeves Way Blvd,L4A 0H6,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/30/2021,6/30/2021,3/25/2021,3/28/2021,"$1,169,000","$1,350,000","$5,529.11",Reeves Way,265,Sld,3,115,4,,3,36.22,2,99,Built-In,None,N5168164,"Follow Covid Protocol, Pls Attach Sch B & 801. Email To Bevgonsalves@Gmail.Com. Seller To Entertain Pre-Emptive Offers. Measurements & Taxes To Be Verified By Buyer/ Co-Op Agent. Certified Dep Or Draft. Thank You For Showing.","!!Must See Premium Ravine Lot With Walk Out Basement!!. Upgraded 4 Bedroom Open Concept Great Gulf Home Backs On To Beautiful Wooded Green Space. Landscaped Front, Gleaming Hardwood Flrs. Throughout, Entry From Garage To House, Main Floor Laundry, Gas Fireplace, Oak Staircase, Quartz Counter Top, Center Isle, Bk Splash, Pantry. Large Custom Deck Off The Breakfast Area Overlooks Green Space With Stairs To Downstairs. Large 2nd Fl. Family Rm/ Office/Bed,","Ss Fridge, Stove & B/I Dishwshr, Washer & Dryer, California Shutters Throughout, 2 Linen Closets, Pot Lights, All Elf's, Stone Patio From W/O Bmt. Central Air, C Vac., R/I Security, Garage Dr., Opener & Remote, Water Softnr. Hwt(R) 30 Mth",265 Reeves Way Blvd,L4A 0H7,Whitchurch-Stouffville,Unfinished,W/O
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/29/2021,6/30/2021,3/19/2021,3/26/2021,"$1,188,800","$1,308,000","$5,560.00",Reeves Way,180,Sld,7,110,4,1,4,47.44,4,86,Attached,None,N5160238,"Offer Presentation Mar 26th @7Pm, Please Register By 6Pm. Please Allow 24 Hour Irrevocable. Seller May Entertain A Pre-Emptive Offer, Strict Covid Protocols In Effect. Seller And Agent Do Not Warrant Retrofit Of Basement. Hot Water Tank Is Rental, Attach Sched B & 801,","The One You Have Been Waiting For! Recently Renovated! Open Concept Kitchen/Dining/Family Room. 4+1 Bed, 4 Bath. New Kitchen With Quartz Counters, New Stainless Steel Appliances 2019, New Roof In 2020, Hardwood Floors Throughout. 2nd Floor Laundry, Finished Basement With 2nd Kitchen & Separate Entrance W/ Plenty Of Storage. Heated Garage With 11Ft Ceiling & Pot Lights. Walking Distance To Schools & Parks. Very Family Friendly Neighbourhood.","Ss Fridge, Ss Gas Stove, Ss Built In Microwave Drawer, Ss Built In Dishwasher, Forced Air Gas Furnace, Central Air Conditioner, Automatic Garage Door Opener W/2 Remotes. All Window Coverings, All Electric Light Fixtures. (Excl Dining Light",180 Reeves Way Blvd,L4A0H6,Whitchurch-Stouffville,Finished,Sep Entrance
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/25/2021,6/16/2021,3/16/2021,3/23/2021,"$1,199,900","$1,195,000","$5,521.87",Reeves Way,199,Sld,7,100,4,1,5,39.07,2,89,Attached,None,N5154364,"Offer Presentation On March 23 @7Pm, Reg By 5Pm To Georgemathairemax@Yahoo.Ca. Pls Follow Covid-19 Protocols. Buyers Or Buyer Agent To Verify Taxes & All Measurement. Sellers & Agent Do Not Warrant Retrofit Status Of Basement. Sellers May Entertain Pre-Emptive. Attach Sch B & 801","Spacious Executive Home Located In A Family Friendly And One Of Stouffville's Highly Sought After Neighborhoods, ~2800Sqft. Spacious And Bright, 4 Bdrm 3 Bathrooms In 2nd Flr, 5 Bathrooms In Total, Kitchen With Granite Counter, 9' Ceilings On Main Floor, Newly Painted, Access To Garage, Hardwood Floors Throughout Main And 2nd Flrs With Oak Staircase. Walking Distance To Schools, Parks, Library, Community Centre & Go Train And So Much More!!!!","S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, Hardwood Floors, Elfs & Window Coverings, Gdos.",199 Reeves Way Blvd,L4A0H8,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/1/2021,4/26/2021,1/26/2021,1/30/2021,"$1,299,999","$1,378,000","$6,159.57",Reeves Way,261,Sld,4,106,4,,4,40.16,2,99,Attached,None,N5094613,"Showings 9 Am To 4 Pm Monday To Thursday. Half An Hour Showing. Buyers And Buyers Agents To Verify All Measurements And Taxes. Offer Presentation On Monday, February The 8th. The Sellers Reserve Right To Accept Pre-Emptive Offer","Magnificent Great Gulf Build Offers 2,935 Sf Plus Bsmt Area Of1363Sqft, W/Walkout Bsmt, Backing Onto Wooded Conservation, Oversized Cedar Deck (26 Feet X 12 Feet) With Tempered Glass And Built In Led Lights To Enjoy Cottage Lifestyle At Home, 9' Ceilings & Pot Lights Ground Lvl; Smooth Ceilings & 4"" Hand Scraped Oak Hardwood Floors Throughout. Ground Office Can Be Used As Lr Gorgeous Chef's Kitchen W/Newer Quartz Counter & Backsplash, 2nd Level W/O Balcony","Professional Viking Fridge, B/I Dbl Wall Oven, Gas Range Top, Bosch Dishwasher & Lg Microwave. Washer & Dryer. Lennox Hi/E A/C(2016), Furnace, Nest Thermostat, Water Softener, Humidifier, Cvac, Gdo All Elfs, Grd Shed All Window Coverings.",261 Reeves Way Blvd,L4A0H7,Whitchurch-Stouffville,Full,W/O
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,1/28/2021,7/25/2021,1/25/2021,1/26/2021,"$749,888","$876,800","$3,949.37",Richard Underhill,195,Sld,1,117,4,,3,24.61,1,85,Built-In,None,N5093267,"Den Has Been Converted To 4th Bedroom *Legal Description Continued* Pt 36, 65R32923, Subject To An Easement For Entry As In Yr1706595 Town Of Whitchurch-Stouffville. Buyer/Buyers Agent To Verify All Measurements. Deposits, Bank Draft, Cert.Cheque. Covid Restrictions.30 Min.Appts.","Beautiful 4 Bdrm. Semi-Detached, Covered Front Porch. Bright Eat-In Kitchen, Plenty Of Cabinets & Counter Space, Spacious Living & Dining Rm, W/Out To Large Deck & Fenced Backyard. Direct Access To Garage. Master Bedroom With 4 Piece Ensuite, Soaker Tub. Separate Shower, Walk-In-Closet. Finished Basement With Family Rm, Built-In Speakers. Schools, Shopping, Go Train, Parks All Nearby. Measurements As Per Builders Plan.","Fridge, Stove, Range Hood, Dishwasher, Washer, Dryer. All Elf's, Furnace, Alarm System, Water Softener, Water Filter, Central Vacuum,T.V. Mounts, Close To Public & Catholic Schools, Shopping, Go Train Stop. Exclude All Drapery & Curtains.",195 Richard Underhill Ave,L4A0Z4,Whitchurch-Stouffville,Finished,
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/22/2021,5/18/2021,2/18/2021,2/22/2021,"$899,000","$975,000","$3,775.45",Richard Underhill,235,Sld,4,108,4,,3,22.87,2,89,Built-In,None,N5119639,"Covid19 Disclaimer Must Be Signed Prior To Showings. Mandatory Health & Safety Procedures In Place. Offers To Be Reviewed Thurs. Feb 24th @ 6Pm, Register By 4Pm. Seller Reserves Right To Review Pre-Emptive Offers W/24Hrs Irrev. Email To Steve@Getbenczik.Com. Incl Sched B & 801.","Don't Miss Out On This Beautifully Upgraded, Rarely Offered 4Br End Unit Townhouse, In The Heart Of Stouffville. Hdwd Floors, Quartz Countertops & California Shutters Throughout. Upgraded Kitchen W/ Ss Appliances Incl Gas Range. Master Br Features 4Pc Ensuite & W/I Closet W/ Built-In Organizers. Private Fenced Backyard W/Patio. Interlocking Walkway, Driveway W/ No Sidewalk. Steps To Reeves Way Park, Walking Trails & Mins To Schools & Local Amenities!","All Elfs&Window Coverings. S/S Appl: Fridge, Stove, B/I D/W&Hood Fan.Washer&Dryer.A/C&Furnace.Water Softener(O).Hwt(R). Video Doorbell, Ecobee Thermostat. Excl: Main Flr Window Drapery, Light Fixture In 2nd Bedroom, Camera In Fam Rm.",235 Richard Underhill Ave,L4A0Z4,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/2/2021,6/30/2021,2/25/2021,3/2/2021,"$899,800","$1,020,000","$3,738.01",Richard Underhill,45,Sld,5,113,4,1,4,32.55,2,85,Attached,None,N5127810,"Offers Will Be Presented On Mon Mar 1st @ 7Pm.Pls Reg By 5Pm.Must Certify Dep Cheq & Atch Sch B, C & Form 801 W/Offers. Seller/La Do Not Warrant The Retrofit Status Of The Basement. Co-Listed W/Homelife Future Amal-Abi Realty Inc.Amal.Send Covid Form To: Realtor.Abiamal@Gmail.Com","Don't Miss Out On Beautifully Upgraded, Rarely Offered 4 + 1 Bedrooms Detached Home, In The Heart Of Stouffiville. Open Concept Main Flr With Hardwood Flrs. Spacious Kitchen W/Large Breakfast Area W/Walkout To Back Yard. Master Bedroom Huge Walk -In Closet & 4 Pc Ensuite. Finished Bsmt W/1Bedrooms, Kitchen & Washroom. Interlock Stone Entrance To This Home Is Sure To Impresses. Mins To School, National Park, Go Transit, Super Store, Trail & Much More.","(Fridge,Gas Stove,B/New Dishwasher As Is) Bsmt (Fridge, Stove) As Is.Washer&Dryer. All Window Coverings & All Elf's, Hwt Rental.Buyer/Buyer's Agent Has To Verify All The Measurements&Taxes.Solar Panel Install At Rear Roof,Year End Rebate.",45 Richard Underhill Ave,L4A0J3,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/6/2021,5/3/2021,2/3/2021,,"$1,200,000",,"$5,167.00",Ross Shiner,2,Ter,3,,4,,3,45.11,2,85,Built-In,None,N5103248,Form 801 & Schedule B To All Offers. Please Email Offers To Todd@Worganteam.Com With 24 Hours Irrevocable. Legal Des: Lot 58 Plan 65M4186 Subject To An Easement For Entry As In Yr1762658 Town Of Whitchurch-Stouffville.,"Stunning Brick & Stone Home On A Wide (45+ Ft) Corner Lot Facing The Park! 9 Foot Ceilings. Modern Eat In Kitchen W/Dark Chocolate Cabinets, Breakfast Bar, Ss B/I Range, Ss B/I Mw, Ss Induction Cook Top, Ss Fridge, Ss Hood Fan, Backsplash & More. Dark Hardwood Floors & Stairs W/Wrought Iron Railings! Gas Fireplace In Family Rm. California Shutters Throughout! Master Features 5Pc Ensuite W/Double Sinks, Sep Shower & Soaker Tub! Organizers In Bdrm Closets!","Quick Walk To Barbara Reid Public School! 2nd Floor Laundry. Cold Cellar. Inc: Fridge, Cooktop, B/I Range, B/I Microwave, Ss Hood Fan, Washer, Dryer, All Elf's, All Window Coverings, California Shutters, Egdo & Remote, Closet Organizer",2 Ross Shiner Lane,L4A0S2,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/13/2021,4/19/2021,1/11/2021,1/12/2021,"$999,000","$1,200,000","$5,297.23",Salix,14,Sld,1,120,4,1,4,36.09,2,90,Built-In,None,N5081359,**Pre-Emptive Offer Registered** Offers Now Being Reviewed Jan 12th At 9Pm!! 5% Bank Draft Requested. Sellers Reserve The Right To Entertain And Accept Pre-Emptive Offers. Please Attach 801 And Schedule B To All Offers.,"Absolutely Remarkable Family Home With All The Upgrades You Could Imagine. Oversized Formal Dining, Cozy Main-Floor Family Room With Gas Fireplace And Built-In Cabinetry. Extended And Upgraded Kitchen With Granite Countertops And Stainless-Steel Appliances. 4 Large Bedrooms. Pot Lights, California Shutters And Hardwood Throughout. Fully Finished Basement W. High Ceilings, Bathroom And Playroom/Bedrm. Fenced And Landscaped Backyard. Simply Move In And Enjoy!","Included: Ss Fridge, Gas Stove, Dishwasher, Washer, Dryer, Central Vac, Window Shutters, All Elf, Hot Water Rental $48.64 Per Month. Tons Of Upgrades! See Full List Attached. Excludes: Nest Home Security, Wine Fridge",14 Salix Ave,L4A1S2,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/2/2021,8/20/2021,2/22/2021,3/1/2021,"$999,000","$1,258,000","$5,216.00",Salix,63,Sld,7,126,4,,3,36.09,4,90,Built-In,None,N5123450,"Offer Presentation On 1 March Monday At 6Pm , Please Register Offer Before 3Pm & Email Offer To Info@Kelvinwongteam.Com, Please Follow Covid 19 Protocol. Buyers To V Buyer/Buyer's Agent To Verify All Info/ Measurement & Taxes. Please Follow Covid 19 Protocol.","Beautiful Family Home In The Heart Of Stouffville, Approx 2,200 Sqft Practical Layout, Fresh Paint & New Hardwood Flooring On 2/F, Close To Everything!! Steps To School, Park, Rec Centre, Close To Shopping, Go Train. Charming Front Porch W/ Double Dr, Hardwood Flr, 4 Large Bedrooms, Oversized Double Garage W/Access To Main Floor Laundry & Stair To Basement, (Potential For Basement Sep-Entrance), Long Driveway W / No Sidewalk.","Perfect Home To Raise Your Family, Wonderful Fast Growing Community! Includes All Elf's, Window Coverings, Fridge, Stove, Range Hood, Washer, Dryer, Water Softener (Hot Water Tank$26.1 & A/C $43.64 Are Rental / Mth). Pls See Virtual Tour.",63 Salix Ave,L4A1S4,Whitchurch-Stouffville,Full,Unfinished
